Mission ID,Mission Date,Country,Target Country,Target City,Target Latitude,Target Longitude
364,8/16/1943,USA,ITALY,MESSINA,38.18,15.57
365,8/16/1943,USA,ITALY,MESSINA,38.18,15.57
366,8/16/1943,USA,ITALY,ANGITOLA RIVER,38.75,16.17
367,8/16/1943,USA,ITALY,ANGITOLA RIVER,38.75,16.17
368,8/16/1943,USA,ITALY,ANGITOLA RIVER,38.75,16.17
369,8/16/1943,USA,ITALY,ANGITOLA RIVER,38.75,16.17
370,8/16/1943,USA,ITALY,ANGITOLA RIVER,38.75,16.17
371,8/16/1943,USA,ITALY,ANGITOLA RIVER,38.75,16.17
372,8/16/1943,USA,ITALY,ANGITOLA RIVER,38.75,16.17
373,8/16/1943,USA,ITALY,ANGITOLA RIVER,38.75,16.17
374,8/16/1943,USA,ITALY,PUNTA DISTALLETTI,,
375,8/16/1943,USA,ITALY,PUNTA DISTALLETTI,,
376,8/16/1943,USA,ITALY,STALETTI,38.77,16.55
377,8/16/1943,USA,ITALY,STALETTI,38.77,16.55
378,8/16/1943,USA,ITALY,STALETTI,38.77,16.55
379,8/16/1943,USA,ITALY,STALETTI,38.77,16.55
380,8/16/1943,USA,ITALY,MESSINA,38.18,15.57
381,8/16/1943,USA,ITALY,FOGGIA,41.45,15.55
382,8/16/1943,USA,ITALY,FOGGIA,41.45,15.55
383,8/16/1943,USA,ITALY,FOGGIA,41.45,15.55
384,8/16/1943,USA,ITALY,FOGGIA,41.45,15.55
385,8/16/1943,USA,ITALY,FOGGIA,41.45,15.55
386,8/16/1943,USA,ITALY,FOGGIA,41.45,15.55
387,8/16/1943,USA,ITALY,FOGGIA,41.45,15.55
388,8/16/1943,USA,ITALY,FOGGIA,41.45,15.55
389,8/16/1943,USA,ITALY,FOGGIA,41.45,15.55
390,8/16/1943,USA,ITALY,FOGGIA,41.45,15.55
391,8/16/1943,USA,ITALY,FOGGIA,41.45,15.55
392,8/16/1943,USA,ITALY,FOGGIA,41.45,15.55
393,8/16/1943,USA,ITALY,FOGGIA,41.45,15.55
394,8/16/1943,USA,ITALY,FOGGIA,41.45,15.55
395,8/16/1943,USA,ITALY,FOGGIA,41.45,15.55
396,8/16/1943,USA,ITALY,FOGGIA,41.45,15.55
397,8/16/1943,USA,ITALY,FOGGIA,41.45,15.55
398,8/16/1943,USA,ITALY,FOGGIA,41.45,15.55
399,8/16/1943,USA,ITALY,FOGGIA,41.45,15.55
400,8/16/1943,USA,ITALY,FOGGIA,41.45,15.55
601,8/16/1943,USA,ITALY,FOGGIA,41.45,15.55
602,8/16/1943,USA,ITALY,FOGGIA,41.45,15.55
603,8/16/1943,USA,ITALY,FOGGIA,41.45,15.55
604,8/16/1943,USA,ITALY,FOGGIA,41.45,15.55
605,8/16/1943,USA,ITALY,FOGGIA,41.45,15.55
606,8/16/1943,USA,ITALY,FOGGIA,41.45,15.55
607,8/16/1943,USA,ITALY,FOGGIA,41.45,15.55
608,8/16/1943,USA,ITALY,FOGGIA,41.45,15.55
609,8/16/1943,USA,ITALY,FOGGIA,41.45,15.55
610,8/16/1943,USA,ITALY,FOGGIA,41.45,15.55
611,8/16/1943,USA,ITALY,FOGGIA,41.45,15.55
612,8/16/1943,USA,ITALY,FOGGIA,41.45,15.55
613,8/16/1943,USA,ITALY,FOGGIA,41.45,15.55
614,8/16/1943,USA,ITALY,FOGGIA,41.45,15.55
615,8/16/1943,USA,ITALY,FOGGIA,41.45,15.55
616,8/16/1943,USA,ITALY,FOGGIA,41.45,15.55
617,8/16/1943,USA,ITALY,FOGGIA,41.45,15.55
618,8/16/1943,USA,ITALY,FOGGIA,41.45,15.55
619,8/16/1943,USA,ITALY,FOGGIA,41.45,15.55
620,8/16/1943,USA,ITALY,FOGGIA,41.45,15.55
621,8/16/1943,USA,ITALY,FOGGIA,41.45,15.55
622,8/16/1943,USA,ITALY,FOGGIA,41.45,15.55
623,8/16/1943,USA,ITALY,FOGGIA,41.45,15.55
624,8/16/1943,USA,ITALY,FOGGIA,41.45,15.55
625,8/16/1943,GREAT BRITAIN,ITALY,TURIN,45.07,7.68
626,8/16/1943,GREAT BRITAIN,ITALY,TURIN,45.07,7.68
627,8/16/1943,GREAT BRITAIN,ITALY,TURIN,45.07,7.68
645,8/17/1943,USA,ITALY,COSENZA,39.27,16.25
646,8/17/1943,USA,ITALY,LA SPEZIA,44.1,9.83
647,8/17/1943,USA,ITALY,LAMEZIA,38.92,16.25
652,8/17/1943,GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42
653,8/17/1943,GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42
729,7/29/1944,GREAT BRITAIN,GERMANY,AACHEN,50.78,6.08
747,7/29/1944,GREAT BRITAIN,FRANCE,FORET DE NIEPPE,50.67,2.57
748,7/29/1944,GREAT BRITAIN,FRANCE,FORET DE NIEPPE,50.67,2.57
749,7/29/1944,GREAT BRITAIN,FRANCE,JOIGNY,47.98,3.38
750,7/29/1944,GREAT BRITAIN,FRANCE,JOIGNY,47.98,3.38
751,7/29/1944,GREAT BRITAIN,FRANCE,JOIGNY,47.98,3.38
752,7/29/1944,GREAT BRITAIN,FRANCE,JOIGNY,47.98,3.38
753,7/29/1944,GREAT BRITAIN,FRANCE,JOIGNY,47.98,3.38
754,7/29/1944,GREAT BRITAIN,FRANCE,JOIGNY,47.98,3.38
784,7/29/1944,GREAT BRITAIN,BELGIUM,ST TROND,50.8,5.2
785,7/29/1944,GREAT BRITAIN,BELGIUM,,,
849,2/16/1945,GREAT BRITAIN,GERMANY,,,
850,2/16/1945,GREAT BRITAIN,GERMANY,WESEL,51.65,6.62
851,2/16/1945,GREAT BRITAIN,GERMANY,WESEL,51.65,6.62
852,2/16/1945,GREAT BRITAIN,GERMANY,WESEL,51.65,6.62
941,8/17/1943,GREAT BRITAIN,GERMANY,PEENEMUNDE,54.15,13.77
942,8/17/1943,GREAT BRITAIN,GERMANY,PEENEMUNDE,54.15,13.77
943,8/17/1943,GREAT BRITAIN,GERMANY,PEENEMUNDE,54.15,13.77
944,8/17/1943,GREAT BRITAIN,GERMANY,PEENEMUNDE,54.15,13.77
945,8/17/1943,GREAT BRITAIN,GERMANY,PEENEMUNDE,54.15,13.77
948,8/17/1943,GREAT BRITAIN,GERMANY,PEENEMUNDE,54.15,13.77
953,8/17/1943,GREAT BRITAIN,GERMANY,SYLT ISLAND,54.9,8.28
954,8/17/1943,GREAT BRITAIN,GERMANY,SYLT ISLAND,54.9,8.28
955,8/17/1943,GREAT BRITAIN,GERMANY,SYLT ISLAND,54.9,8.28
956,8/17/1943,GREAT BRITAIN,GERMANY,SYLT ISLAND,54.9,8.28
957,8/17/1943,GREAT BRITAIN,GERMANY,SYLT ISLAND,54.9,8.28
958,8/17/1943,USA,ITALY,ANGITOLA RIVER,38.75,16.17
959,8/17/1943,USA,ITALY,ANGITOLA RIVER,38.75,16.17
960,8/17/1943,USA,ITALY,BATTIPAGLIA,40.62,14.97
961,8/17/1943,USA,ITALY,BATTIPAGLIA,40.62,14.97
962,8/17/1943,USA,ITALY,ANGITOLA RIVER,38.75,16.17
963,8/17/1943,USA,ITALY,ANGITOLA RIVER,38.75,16.17
964,8/17/1943,USA,ITALY,ANGITOLA RIVER,38.75,16.17
965,8/17/1943,USA,ITALY,ANGITOLA RIVER,38.75,16.17
966,8/17/1943,USA,ITALY,ANGITOLA RIVER,38.75,16.17
967,8/17/1943,USA,ITALY,ANGITOLA RIVER,38.75,16.17
968,8/17/1943,USA,ITALY,PALERMITI,38.75,16.45
969,8/17/1943,USA,ITALY,PALERMITI,38.75,16.45
970,8/17/1943,USA,ITALY,CASTROVILLARI,39.8,16.2
971,8/17/1943,USA,ITALY,CASTROVILLARI,39.8,16.2
972,8/17/1943,USA,ITALY,CASTROVILLARI,39.8,16.2
973,8/17/1943,USA,ITALY,CASTROVILLARI,39.8,16.2
974,8/17/1943,USA,ITALY,CASTROVILLARI,39.8,16.2
975,8/17/1943,USA,ITALY,CASTROVILLARI,39.8,16.2
976,8/17/1943,USA,ITALY,PALERMITI,38.75,16.45
977,8/17/1943,USA,ITALY,PALERMITI,38.75,16.45
978,8/17/1943,USA,ITALY,PALERMITI,38.75,16.45
979,8/17/1943,USA,ITALY,PALERMITI,38.75,16.45
980,8/17/1943,USA,ITALY,UNKNOWN,,
981,8/17/1943,USA,ITALY,UNKNOWN,,
997,8/18/1943,USA,ITALY,BAGNARA,38.27,15.8
998,8/18/1943,USA,ITALY,SCALEA,39.85,15.78
1000,8/18/1943,USA,ITALY,STEFANO,40.78,13.43
1055,7/30/1944,USA,FRANCE,LES LOGES,48.71,0.91
1056,7/30/1944,USA,FRANCE,LES LOGES,48.71,0.91
1057,7/30/1944,USA,FRANCE,LES LOGES,48.71,0.91
1058,7/30/1944,USA,FRANCE,LES LOGES,48.71,0.91
1059,7/30/1944,USA,FRANCE,LES LOGES,48.71,0.91
1060,7/30/1944,USA,FRANCE,LES LOGES,48.71,0.91
1113,2/16/1945,GREAT BRITAIN,GERMANY,SOLINGEN,51.17,7.1
1128,2/16/1945,USA,ITALY,BOLZANO,46.52,11.37
1129,2/16/1945,USA,ITALY,BOLZANO,46.52,11.37
1130,2/16/1945,USA,ITALY,BOLZANO,46.52,11.37
1131,2/16/1945,USA,ITALY,ALBONA,45.07,14.1
1132,2/16/1945,USA,ITALY,ALBONA,45.07,14.1
1133,2/16/1945,USA,ITALY,BOLZANO,46.52,11.37
1134,2/16/1945,USA,ITALY,BOLZANO,46.52,11.37
1135,2/16/1945,USA,ITALY,BOLZANO,46.52,11.37
1136,2/16/1945,USA,ITALY,BOLZANO,46.52,11.37
1137,2/16/1945,USA,ITALY,POLA,44.87,13.85
1138,2/16/1945,USA,ITALY,POLA,44.87,13.85
1204,8/18/1943,USA,ITALY,NICASTRO,38.97,16.3
1205,8/18/1943,GREAT BRITAIN,GREECE,CROTONE,39.08,17.13
1211,8/18/1943,GREAT BRITAIN,FRANCE,BORDEAUX,44.83,-0.57
1212,8/18/1943,USA,ITALY,STALETTI,38.77,16.55
1213,8/18/1943,USA,ITALY,STALETTI,38.77,16.55
1214,8/18/1943,USA,ITALY,STALETTI,38.77,16.55
1215,8/18/1943,USA,ITALY,STALETTI,38.77,16.55
1216,8/18/1943,USA,ITALY,PUNTA DISTALLETTI,,
1217,8/18/1943,USA,ITALY,PUNTA DISTALLETTI,,
1218,8/18/1943,USA,ITALY,PUNTA DISTALLETTI,,
1219,8/18/1943,USA,ITALY,PUNTA DISTALLETTI,,
1220,8/18/1943,USA,ITALY,ANGITOLA RIVER,38.75,16.17
1221,8/18/1943,USA,ITALY,ANGITOLA RIVER,38.75,16.17
1222,8/18/1943,USA,ITALY,ANGITOLA RIVER,38.75,16.17
1223,8/18/1943,USA,ITALY,ANGITOLA RIVER,38.75,16.17
1224,8/18/1943,USA,ITALY,ANGITOLA RIVER,38.75,16.17
1225,8/18/1943,USA,ITALY,ANGITOLA RIVER,38.75,16.17
1226,8/18/1943,USA,ITALY,STALETTI,38.77,16.55
1227,8/18/1943,USA,ITALY,STALETTI,38.77,16.55
1237,8/19/1943,USA,ITALY,CATANZARO,38.9,16.62
1238,8/19/1943,USA,ITALY,COSENZA,39.27,16.25
1240,8/19/1943,GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42
1241,8/19/1943,GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42
1272,8/19/1943,USA,ITALY,FOGGIA,41.45,15.55
1273,8/19/1943,USA,ITALY,FOGGIA,41.45,15.55
1274,8/19/1943,USA,ITALY,FOGGIA,41.45,15.55
1275,8/19/1943,USA,ITALY,FOGGIA,41.45,15.55
1276,8/19/1943,USA,ITALY,FOGGIA,41.45,15.55
1277,8/19/1943,USA,ITALY,FOGGIA,41.45,15.55
1278,8/19/1943,USA,ITALY,FOGGIA,41.45,15.55
1279,8/19/1943,USA,ITALY,FOGGIA,41.45,15.55
1280,8/19/1943,USA,ITALY,FOGGIA,41.45,15.55
1281,8/19/1943,USA,ITALY,FOGGIA,41.45,15.55
1282,8/19/1943,USA,ITALY,FOGGIA,41.45,15.55
1283,8/19/1943,USA,ITALY,FOGGIA,41.45,15.55
1284,8/19/1943,USA,ITALY,FOGGIA,41.45,15.55
1285,8/19/1943,USA,ITALY,FOGGIA,41.45,15.55
1286,8/19/1943,USA,ITALY,FOGGIA,41.45,15.55
1287,8/19/1943,USA,ITALY,FOGGIA,41.45,15.55
1288,8/19/1943,USA,ITALY,FOGGIA,41.45,15.55
1289,8/19/1943,USA,ITALY,FOGGIA,41.45,15.55
1290,8/19/1943,USA,ITALY,FOGGIA,41.45,15.55
1291,8/19/1943,USA,ITALY,FOGGIA,41.45,15.55
1292,8/19/1943,USA,ITALY,FOGGIA,41.45,15.55
1293,8/19/1943,USA,ITALY,FOGGIA,41.45,15.55
1294,8/19/1943,USA,ITALY,FOGGIA,41.45,15.55
1295,8/19/1943,USA,ITALY,FOGGIA,41.45,15.55
1296,8/19/1943,USA,ITALY,FOGGIA,41.45,15.55
1297,8/19/1943,USA,ITALY,FOGGIA,41.45,15.55
1298,8/19/1943,USA,ITALY,FOGGIA,41.45,15.55
1299,8/19/1943,USA,ITALY,SAPRI,40.07,15.63
1300,8/19/1943,USA,ITALY,SAPRI,40.07,15.63
1324,7/30/1944,GREAT BRITAIN,GERMANY,AACHEN,50.78,6.08
1328,7/30/1944,GREAT BRITAIN,GERMANY,HOMBERG,51.47,6.63
1329,7/30/1944,GREAT BRITAIN,GERMANY,HOMBERG,51.47,6.63
1330,7/30/1944,USA,HUNGARY,BUDAPEST,47.5,19.03
1331,7/30/1944,USA,HUNGARY,BUDAPEST,47.5,19.03
1332,7/30/1944,USA,HUNGARY,BUDAPEST,47.5,19.03
1333,7/30/1944,USA,HUNGARY,BUDAPEST,47.5,19.03
1334,7/30/1944,USA,HUNGARY,BUDAPEST,47.5,19.03
1335,7/30/1944,USA,HUNGARY,BUDAPEST,47.5,19.03
1336,7/30/1944,USA,HUNGARY,BUDAPEST,47.5,19.03
1337,7/30/1944,USA,HUNGARY,BUDAPEST,47.5,19.03
1338,7/30/1944,USA,HUNGARY,BUDAPEST,47.5,19.03
1339,7/30/1944,USA,HUNGARY,BUDAPEST,47.5,19.03
1340,7/30/1944,USA,HUNGARY,BUDAPEST,47.5,19.03
1341,7/30/1944,USA,HUNGARY,BUDAPEST,47.5,19.03
1342,7/30/1944,USA,HUNGARY,BUDAPEST,47.5,19.03
1343,7/30/1944,USA,HUNGARY,BUDAPEST,47.5,19.03
1344,7/30/1944,USA,HUNGARY,BUDAPEST,47.5,19.03
1345,7/30/1944,USA,HUNGARY,BUDAPEST,47.5,19.03
1346,7/30/1944,USA,HUNGARY,BUDAPEST,47.5,19.03
1347,7/30/1944,USA,HUNGARY,BUDAPEST,47.5,19.03
1348,7/30/1944,USA,HUNGARY,BUDAPEST,47.5,19.03
1349,7/30/1944,USA,HUNGARY,BUDAPEST,47.5,19.03
1350,7/30/1944,USA,HUNGARY,BUDAPEST,47.5,19.03
1351,7/30/1944,USA,HUNGARY,BUDAPEST,47.5,19.03
1352,7/30/1944,USA,HUNGARY,BUDAPEST,47.5,19.03
1353,7/30/1944,USA,HUNGARY,BUDAPEST,47.5,19.03
1354,7/30/1944,USA,HUNGARY,LISPE,47.5,19.03
1355,7/30/1944,USA,HUNGARY,LISPE,47.5,19.03
1356,7/30/1944,USA,HUNGARY,LISPE,47.5,19.03
1357,7/30/1944,USA,HUNGARY,LISPE,47.5,19.03
1358,7/30/1944,USA,HUNGARY,LISPE,47.5,19.03
1359,7/30/1944,USA,HUNGARY,LISPE,47.5,19.03
1360,7/30/1944,USA,YUGOSLAVIA,BROD,45.15,18.02
1361,7/30/1944,USA,YUGOSLAVIA,BROD,45.15,18.02
1362,7/30/1944,USA,YUGOSLAVIA,BROD,45.15,18.02
1363,7/30/1944,USA,YUGOSLAVIA,BROD,45.15,18.02
1364,7/30/1944,USA,ITALY,BISTAGNO,44.63,8.45
1365,7/30/1944,USA,ITALY,BISTAGNO,44.63,8.45
1366,7/30/1944,USA,ITALY,FERRARA,44.85,11.63
1367,7/30/1944,USA,ITALY,FERRARA,44.85,11.63
1453,2/17/1945,USA,AUSTRIA,ST VALENTIN,48.4,14.42
1454,2/17/1945,USA,AUSTRIA,ST VALENTIN,48.4,14.42
1455,2/17/1945,USA,AUSTRIA,ST VALENTIN,48.4,14.42
1456,2/17/1945,USA,AUSTRIA,ST VALENTIN,48.4,14.42
1457,2/17/1945,USA,AUSTRIA,BRUCK,47.35,16.17
1458,2/17/1945,USA,AUSTRIA,LINZ,48.3,14.3
1459,2/17/1945,USA,AUSTRIA,LINZ,48.3,14.3
1460,2/17/1945,USA,AUSTRIA,ST VALENTIN,48.4,14.42
1461,2/17/1945,USA,AUSTRIA,ST VALENTIN,48.4,14.42
1462,2/17/1945,USA,AUSTRIA,ST VALENTIN,48.4,14.42
1463,2/17/1945,USA,AUSTRIA,ST VALENTIN,48.4,14.42
1464,2/17/1945,USA,AUSTRIA,LINZ,48.3,14.3
1465,2/17/1945,USA,AUSTRIA,LINZ,48.3,14.3
1466,2/17/1945,USA,AUSTRIA,LINZ,48.3,14.3
1467,2/17/1945,USA,AUSTRIA,LINZ,48.3,14.3
1468,2/17/1945,USA,AUSTRIA,LINZ,48.3,14.3
1469,2/17/1945,USA,AUSTRIA,LINZ,48.3,14.3
1470,2/17/1945,USA,AUSTRIA,KLAGENFURT,46.63,14.3
1471,2/17/1945,USA,AUSTRIA,LINZ,48.3,14.3
1472,2/17/1945,USA,GERMANY,FRANKFURT AM MAIN,50.1,8.67
1473,2/17/1945,USA,GERMANY,FRANKFURT AM MAIN,50.1,8.67
1474,2/17/1945,USA,GERMANY,FRANKFURT AM MAIN,50.1,8.67
1475,2/17/1945,USA,GERMANY,FRANKFURT AM MAIN,50.1,8.67
1476,2/17/1945,USA,GERMANY,FRANKFURT AM MAIN,50.1,8.67
1477,2/17/1945,USA,GERMANY,FRANKFURT AM MAIN,50.1,8.67
1478,2/17/1945,USA,GERMANY,FRANKFURT AM MAIN,50.1,8.67
1479,2/17/1945,USA,GERMANY,FRANKFURT AM MAIN,50.1,8.67
1480,2/17/1945,USA,GERMANY,FRANKFURT AM MAIN,50.1,8.67
1481,2/17/1945,USA,GERMANY,FRANKFURT AM MAIN,50.1,8.67
1482,2/17/1945,USA,GERMANY,GIESSEN,50.6,8.68
1483,2/17/1945,USA,GERMANY,GIESSEN,50.6,8.68
1484,2/17/1945,USA,GERMANY,GIESSEN,50.6,8.68
1485,2/17/1945,USA,GERMANY,FRANKFURT AM MAIN,50.1,8.67
1486,2/17/1945,USA,GERMANY,FRANKFURT AM MAIN,50.1,8.67
1487,2/17/1945,USA,GERMANY,HANAU,50.13,8.93
1488,2/17/1945,USA,GERMANY,FRANKFURT AM MAIN,50.1,8.67
1489,2/17/1945,USA,GERMANY,FRANKFURT AM MAIN,50.1,8.67
1490,2/17/1945,USA,GERMANY,FRANKFURT AM MAIN,50.1,8.67
1491,2/17/1945,USA,GERMANY,FRANKFURT AM MAIN,50.1,8.67
1492,2/17/1945,USA,GERMANY,FRANKFURT AM MAIN,50.1,8.67
1493,2/17/1945,USA,GERMANY,FRANKFURT AM MAIN,50.1,8.67
1494,2/17/1945,USA,GERMANY,FRANKFURT AM MAIN,50.1,8.67
1495,2/17/1945,USA,GERMANY,FRANKFURT AM MAIN,50.1,8.67
1496,2/17/1945,USA,GERMANY,FRANKFURT AM MAIN,50.1,8.67
1497,2/17/1945,USA,GERMANY,FRANKFURT AM MAIN,50.1,8.67
1498,2/17/1945,USA,GERMANY,FRANKFURT AM MAIN,50.1,8.67
